"","FDT_STA_ID","Year","Sample n","SPG codes","SPG codes First","IR2022 Sample n","IR2024 Sample n","IR2026 Sample n","IR2028 Sample n","IR24Temp","IR24pH","IR24DO","IR24SpC","IR26Temp","IR26pH","IR26DO","IR26SpC","IR28Temp","IR28pH","IR28DO","IR28SpC","flag"
"255","4ANOT001.06",2021,12,"IM","IM",NA,12,12,12,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"256","4ANOT007.64",2022,4,"FP","FP",NA,4,4,4,50,50,50,25,50,50,50,50,50,50,50,50,"FLAG"
"257","4APGG003.29",2021,12,"TR","TR",NA,18,18,18,88.8888888888889,88.8888888888889,88.8888888888889,44.4444444444444,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,"FLAG"
"258","4APGG003.29",2022,6,"TR","TR",NA,18,18,18,88.8888888888889,88.8888888888889,88.8888888888889,44.4444444444444,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,"FLAG"
"259","4APGG008.87",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"260","4APGG008.87",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"261","4APGG052.01",2021,12,"TR","TR",NA,18,18,18,88.8888888888889,88.8888888888889,88.8888888888889,44.4444444444444,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,"FLAG"
"262","4APGG052.01",2022,6,"TR","TR",NA,18,18,18,88.8888888888889,88.8888888888889,88.8888888888889,44.4444444444444,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,"FLAG"
"263","4APOP000.85",2021,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"264","4APOW000.69",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"265","4APRN000.29",2022,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"266","4APRS008.76",2021,24,"AW","AW",NA,29,29,29,100,100,100,51.7241379310345,100,100,100,100,100,100,100,100,"FLAG"
"267","4APRS008.76",2022,5,"IM","IM",NA,29,29,29,100,100,100,51.7241379310345,100,100,100,100,100,100,100,100,"FLAG"
"268","4APRS012.73",2021,4,"FP","FP",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"269","4ARBC005.44",2022,10,"AW","AW",NA,10,10,10,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"270","4ARCC008.86",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"271","4ARDD002.09",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"272","4ARNF013.66",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"273","4ARNF013.66",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"274","4AROA000.00",2021,80,"RL","RL",NA,145,145,145,58.6206896551724,58.6206896551724,58.6206896551724,29.6551724137931,58.6206896551724,58.6206896551724,58.6206896551724,58.6206896551724,58.6206896551724,58.6206896551724,58.6206896551724,58.6206896551724,"FLAG"
"275","4AROA000.00",2022,65,"RL","RL",NA,145,145,145,58.6206896551724,58.6206896551724,58.6206896551724,29.6551724137931,58.6206896551724,58.6206896551724,58.6206896551724,58.6206896551724,58.6206896551724,58.6206896551724,58.6206896551724,58.6206896551724,"FLAG"
"276","4AROA004.54",2021,94,"RL","RL",NA,159,159,159,62.2641509433962,62.2641509433962,62.2641509433962,31.4465408805031,62.2641509433962,62.2641509433962,62.2641509433962,62.2641509433962,62.2641509433962,62.2641509433962,62.2641509433962,62.2641509433962,"FLAG"
"277","4AROA004.54",2022,65,"RL","RL",NA,159,159,159,62.2641509433962,62.2641509433962,62.2641509433962,31.4465408805031,62.2641509433962,62.2641509433962,62.2641509433962,62.2641509433962,62.2641509433962,62.2641509433962,62.2641509433962,62.2641509433962,"FLAG"
"278","4AROA008.66",2021,108,"RL","RL",NA,173,173,173,63.0057803468208,63.0057803468208,63.0057803468208,31.7919075144509,63.0057803468208,63.0057803468208,63.0057803468208,63.0057803468208,63.0057803468208,63.0057803468208,63.0057803468208,63.0057803468208,"FLAG"
"279","4AROA008.66",2022,65,"RL","RL",NA,173,173,173,63.0057803468208,63.0057803468208,63.0057803468208,31.7919075144509,63.0057803468208,63.0057803468208,63.0057803468208,63.0057803468208,63.0057803468208,63.0057803468208,63.0057803468208,63.0057803468208,"FLAG"
"280","4AROA012.08",2021,14,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"281","4AROA012.08",2022,4,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"282","4AROA018.36",2021,338,"RL","RL",NA,512,512,512,67.1875,67.1875,67.1875,33.59375,67.1875,67.1875,67.1875,67.1875,67.1875,67.1875,67.1875,67.1875,"FLAG"
"283","4AROA018.36",2022,174,"RL","RL",NA,512,512,512,67.1875,67.1875,67.1875,33.59375,67.1875,67.1875,67.1875,67.1875,67.1875,67.1875,67.1875,67.1875,"FLAG"
"284","4AROA022.52",2021,304,"RL","RL",NA,466,466,466,66.5236051502146,66.5236051502146,66.5236051502146,33.2618025751073,66.5236051502146,66.5236051502146,66.5236051502146,66.5236051502146,66.5236051502146,66.5236051502146,66.5236051502146,66.5236051502146,"FLAG"
"285","4AROA022.52",2022,162,"RL","RL",NA,466,466,466,66.5236051502146,66.5236051502146,66.5236051502146,33.2618025751073,66.5236051502146,66.5236051502146,66.5236051502146,66.5236051502146,66.5236051502146,66.5236051502146,66.5236051502146,66.5236051502146,"FLAG"
"286","4AROA028.04",2021,248,"RL","RL",NA,392,392,392,53.0612244897959,53.0612244897959,53.0612244897959,26.530612244898,53.0612244897959,53.0612244897959,53.0612244897959,53.0612244897959,53.0612244897959,53.0612244897959,53.0612244897959,53.0612244897959,"FLAG"
"287","4AROA028.04",2022,144,"RL","RL",NA,392,392,392,53.0612244897959,53.0612244897959,53.0612244897959,26.530612244898,53.0612244897959,53.0612244897959,53.0612244897959,53.0612244897959,53.0612244897959,53.0612244897959,53.0612244897959,53.0612244897959,"FLAG"
"288","4AROA032.42",2021,200,"RL","RL",NA,302,302,302,47.0198675496689,47.0198675496689,47.0198675496689,23.5099337748344,47.0198675496689,47.0198675496689,47.0198675496689,47.0198675496689,47.0198675496689,47.0198675496689,47.0198675496689,47.0198675496689,"FLAG"
"289","4AROA032.42",2022,102,"RL","RL",NA,302,302,302,47.0198675496689,47.0198675496689,47.0198675496689,23.5099337748344,47.0198675496689,47.0198675496689,47.0198675496689,47.0198675496689,47.0198675496689,47.0198675496689,47.0198675496689,47.0198675496689,"FLAG"
"290","4AROA038.49",2021,114,"RL","RL",NA,192,192,192,37.5,37.5,37.5,18.75,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,"FLAG"
"291","4AROA038.49",2022,78,"RL","RL",NA,192,192,192,37.5,37.5,37.5,18.75,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,"FLAG"
"292","4AROA043.14",2021,98,"RL","RL",NA,176,176,176,31.8181818181818,31.8181818181818,31.8181818181818,15.9090909090909,31.8181818181818,31.8181818181818,31.8181818181818,31.8181818181818,31.8181818181818,31.8181818181818,31.8181818181818,31.8181818181818,"FLAG"
"293","4AROA043.14",2022,78,"RL","RL",NA,176,176,176,31.8181818181818,31.8181818181818,31.8181818181818,15.9090909090909,31.8181818181818,31.8181818181818,31.8181818181818,31.8181818181818,31.8181818181818,31.8181818181818,31.8181818181818,31.8181818181818,"FLAG"
"294","4AROA059.12",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"295","4AROA059.12",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"296","4AROA067.91",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"297","4AROA067.91",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"298","4AROA075.60",2021,2,"FP","FP",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"299","4AROA097.46",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"300","4AROA097.46",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"301","4AROA102.05",2021,2,"FP","FP",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"302","4AROA124.59",2021,24,"AW","AW",NA,24,24,24,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"303","4AROA129.55",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"304","4AROA129.55",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"305","4AROA140.66",2021,236,"RL","RL",NA,320,320,320,75,75,75,37.5,75,75,75,75,75,75,75,75,"FLAG"
"306","4AROA140.66",2022,84,"RL","RL",NA,320,320,320,75,75,75,37.5,75,75,75,75,75,75,75,75,"FLAG"
"307","4AROA145.34",2021,216,"RL","RL",NA,278,278,278,78.4172661870504,78.4172661870504,78.4172661870504,39.2086330935252,78.4172661870504,78.4172661870504,78.4172661870504,78.4172661870504,78.4172661870504,78.4172661870504,78.4172661870504,78.4172661870504,"FLAG"
"308","4AROA145.34",2022,62,"RL","RL",NA,278,278,278,78.4172661870504,78.4172661870504,78.4172661870504,39.2086330935252,78.4172661870504,78.4172661870504,78.4172661870504,78.4172661870504,78.4172661870504,78.4172661870504,78.4172661870504,78.4172661870504,"FLAG"
"309","4AROA158.22",2021,492,"RL","RL",NA,656,656,656,67.6829268292683,67.6829268292683,67.6829268292683,33.8414634146341,67.6829268292683,67.6829268292683,67.6829268292683,67.6829268292683,67.6829268292683,67.6829268292683,67.6829268292683,67.6829268292683,"FLAG"
"310","4AROA158.22",2022,164,"RL","RL",NA,656,656,656,67.6829268292683,67.6829268292683,67.6829268292683,33.8414634146341,67.6829268292683,67.6829268292683,67.6829268292683,67.6829268292683,67.6829268292683,67.6829268292683,67.6829268292683,67.6829268292683,"FLAG"
"311","4AROA163.76",2021,500,"RL","RL",NA,664,664,664,67.4698795180723,67.4698795180723,67.4698795180723,33.7349397590361,67.4698795180723,67.4698795180723,67.4698795180723,67.4698795180723,67.4698795180723,67.4698795180723,67.4698795180723,67.4698795180723,"FLAG"
"312","4AROA163.76",2022,164,"RL","RL",NA,664,664,664,67.4698795180723,67.4698795180723,67.4698795180723,33.7349397590361,67.4698795180723,67.4698795180723,67.4698795180723,67.4698795180723,67.4698795180723,67.4698795180723,67.4698795180723,67.4698795180723,"FLAG"
"313","4AROA167.34",2021,424,"RL","RL",NA,588,588,588,63.9455782312925,63.9455782312925,63.9455782312925,31.9727891156463,63.9455782312925,63.9455782312925,63.9455782312925,63.9455782312925,63.9455782312925,63.9455782312925,63.9455782312925,63.9455782312925,"FLAG"
"314","4AROA167.34",2022,164,"RL","RL",NA,588,588,588,63.9455782312925,63.9455782312925,63.9455782312925,31.9727891156463,63.9455782312925,63.9455782312925,63.9455782312925,63.9455782312925,63.9455782312925,63.9455782312925,63.9455782312925,63.9455782312925,"FLAG"
"315","4AROA175.63",2021,418,"RL","RL",NA,634,634,634,55.205047318612,55.205047318612,55.205047318612,27.602523659306,55.205047318612,55.205047318612,55.205047318612,55.205047318612,55.205047318612,55.205047318612,55.205047318612,55.205047318612,"FLAG"
"316","4AROA175.63",2022,216,"RL","RL",NA,634,634,634,55.205047318612,55.205047318612,55.205047318612,27.602523659306,55.205047318612,55.205047318612,55.205047318612,55.205047318612,55.205047318612,55.205047318612,55.205047318612,55.205047318612,"FLAG"
"317","4AROA180.21",2021,390,"RL","RL",NA,588,588,588,61.5646258503401,61.5646258503401,61.5646258503401,30.7823129251701,61.5646258503401,61.5646258503401,61.5646258503401,61.5646258503401,61.5646258503401,61.5646258503401,61.5646258503401,61.5646258503401,"FLAG"
"318","4AROA180.21",2022,198,"RL","RL",NA,588,588,588,61.5646258503401,61.5646258503401,61.5646258503401,30.7823129251701,61.5646258503401,61.5646258503401,61.5646258503401,61.5646258503401,61.5646258503401,61.5646258503401,61.5646258503401,61.5646258503401,"FLAG"
"319","4AROA183.64",2021,306,"RL","RL",NA,462,462,462,59.7402597402597,59.7402597402597,59.7402597402597,29.8701298701299,59.7402597402597,59.7402597402597,59.7402597402597,59.7402597402597,59.7402597402597,59.7402597402597,59.7402597402597,59.7402597402597,"FLAG"
"320","4AROA183.64",2022,156,"RL","RL",NA,462,462,462,59.7402597402597,59.7402597402597,59.7402597402597,29.8701298701299,59.7402597402597,59.7402597402597,59.7402597402597,59.7402597402597,59.7402597402597,59.7402597402597,59.7402597402597,59.7402597402597,"FLAG"
"321","4AROA185.54",2021,454,"RL","RL",NA,700,700,700,36.5714285714286,36.5714285714286,36.5714285714286,18.2857142857143,36.5714285714286,36.5714285714286,36.5714285714286,36.5714285714286,36.5714285714286,36.5714285714286,36.5714285714286,36.5714285714286,"FLAG"
"322","4AROA185.54",2022,246,"RL","RL",NA,700,700,700,36.5714285714286,36.5714285714286,36.5714285714286,18.2857142857143,36.5714285714286,36.5714285714286,36.5714285714286,36.5714285714286,36.5714285714286,36.5714285714286,36.5714285714286,36.5714285714286,"FLAG"
"323","4AROA192.94",2021,56,"RL","RL",NA,86,86,86,67.4418604651163,67.4418604651163,67.4418604651163,33.7209302325581,67.4418604651163,67.4418604651163,67.4418604651163,67.4418604651163,67.4418604651163,67.4418604651163,67.4418604651163,67.4418604651163,"FLAG"
"324","4AROA192.94",2022,30,"RL","RL",NA,86,86,86,67.4418604651163,67.4418604651163,67.4418604651163,33.7209302325581,67.4418604651163,67.4418604651163,67.4418604651163,67.4418604651163,67.4418604651163,67.4418604651163,67.4418604651163,67.4418604651163,"FLAG"
"325","4AROA195.60",2021,48,"RL","RL",NA,78,78,78,56.4102564102564,56.4102564102564,56.4102564102564,28.2051282051282,56.4102564102564,56.4102564102564,56.4102564102564,56.4102564102564,56.4102564102564,56.4102564102564,56.4102564102564,56.4102564102564,"FLAG"
"326","4AROA195.60",2022,30,"RL","RL",NA,78,78,78,56.4102564102564,56.4102564102564,56.4102564102564,28.2051282051282,56.4102564102564,56.4102564102564,56.4102564102564,56.4102564102564,56.4102564102564,56.4102564102564,56.4102564102564,56.4102564102564,"FLAG"
"327","4AROA198.08",2021,22,"TM","TM",NA,37,37,37,94.5945945945946,94.5945945945946,94.5945945945946,48.6486486486487,94.5945945945946,94.5945945945946,94.5945945945946,94.5945945945946,94.5945945945946,94.5945945945946,94.5945945945946,94.5945945945946,"FLAG"
"328","4AROA198.08",2022,15,"TM | SS","TM",NA,37,37,37,94.5945945945946,94.5945945945946,94.5945945945946,48.6486486486487,94.5945945945946,94.5945945945946,94.5945945945946,94.5945945945946,94.5945945945946,94.5945945945946,94.5945945945946,94.5945945945946,"FLAG"
"329","4AROA199.20",2021,16,"TR | FP","TR",NA,18,18,18,44.4444444444444,44.4444444444444,44.4444444444444,22.2222222222222,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,"FLAG"
"330","4AROA199.20",2022,2,"TR","TR",NA,18,18,18,44.4444444444444,44.4444444444444,44.4444444444444,22.2222222222222,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,"FLAG"
"331","4AROA202.20",2021,24,"TR | RB | TM","TR",NA,31,31,31,93.5483870967742,93.5483870967742,93.5483870967742,48.3870967741936,93.5483870967742,93.5483870967742,93.5483870967742,93.5483870967742,93.5483870967742,93.5483870967742,93.5483870967742,93.5483870967742,"FLAG"
"332","4AROA202.20",2022,7,"TR | TM","TR",NA,31,31,31,93.5483870967742,93.5483870967742,93.5483870967742,48.3870967741936,93.5483870967742,93.5483870967742,93.5483870967742,93.5483870967742,93.5483870967742,93.5483870967742,93.5483870967742,93.5483870967742,"FLAG"
"333","4AROA202.67",2021,2,"TM","TM",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"334","4AROA202.67",2022,2,"TM","TM",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"335","4AROA206.95",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"336","4AROA212.17",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"337","4AROA215.13",2021,4,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"338","4AROA216.75",2021,8,"FP | RB","FP",NA,10,10,10,80,80,80,40,80,80,80,80,80,80,80,80,"FLAG"
"339","4AROA216.75",2022,2,"RB","RB",NA,10,10,10,80,80,80,40,80,80,80,80,80,80,80,80,"FLAG"
"340","4AROA217.38",2021,4,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"341","4AROA217.38",2022,2,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"342","4AROA218.11",2021,4,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"343","4AROA218.11",2022,2,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"344","4AROA219.08",2021,4,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"345","4AROA219.08",2022,2,"RB","RB",NA,6,6,6,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"346","4AROA224.54",2021,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"347","4AROA225.49",2022,4,"SS","SS",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"348","4AROA227.42",2021,28,"TR | AW","TR",NA,34,34,34,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"349","4AROA227.42",2022,6,"TR","TR",NA,34,34,34,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"350","4ARSF003.73",2022,2,"FP","FP",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"351","4ARSF014.02",2021,22,"AW","AW",NA,22,22,22,100,100,90.9090909090909,50,100,100,100,100,100,100,100,100,"FLAG"
"352","4ARSL003.20",2021,22,"AW","AW",NA,22,22,22,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"353","4ASBA004.54",2021,24,"AW","AW",NA,24,24,24,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"354","4ASCE000.26",2021,24,"AW","AW",NA,24,24,24,91.6666666666667,91.6666666666667,91.6666666666667,45.8333333333333,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,"FLAG"
"355","4ASEE003.16",2021,14,"IM | RB","IM",NA,14,14,14,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"356","4ASEN000.40",2022,8,"AW","AW",NA,8,8,8,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"357","4ASKS005.54",2022,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"358","4ASMR004.14",2021,12,"IM","IM",NA,17,17,17,100,100,100,52.9411764705882,100,100,100,100,100,100,100,100,"FLAG"
"359","4ASMR004.14",2022,5,"IM","IM",NA,17,17,17,100,100,100,52.9411764705882,100,100,100,100,100,100,100,100,"FLAG"
"360","4ASMR016.09",2021,12,"TR","TR",NA,17,17,17,100,100,100,52.9411764705882,100,100,100,100,100,100,100,100,"FLAG"
